id,color,category,price,rating,base_discount,net_price
P4375,3,5,899,9.1,0.5,449.5
P4376,1,1,2899,2.8,0.8,2319.2000000000003
P4377,2,2,2699,9.5,0.75,2024.25
P4378,3,5,2599,9.1,0.5,1299.5
P4379,3,4,2599,10.6,0.6,1559.3999999999999
P4380,4,2,2099,9.8,0.75,1574.25
P4381,2,1,899,10.7,0.8,719.2
P4382,2,1,2099,9.2,0.8,1679.2
P4383,4,2,2199,5.0,0.75,1649.25
P4384,2,3,2399,1.7000000000000002,0.7,1679.3
P4385,3,3,2699,4.1,0.7,1889.3
P4386,4,3,1899,4.3,0.7,1329.3
P4387,3,3,2699,6.3,0.7,1889.3
P4388,4,2,799,1.3,0.75,599.25
P4389,3,2,1799,9.9,0.75,1349.25
P4390,3,3,2699,4.8,0.7,1889.3
P4391,4,5,1399,2.4,0.5,699.5
P4392,2,3,1399,6.5,0.7,979.3
P4393,4,3,299,8.4,0.7,209.29999999999998
P4394,2,2,2399,2.2,0.75,1799.25
P4395,1,5,1499,3.6,0.5,749.5
P4396,5,5,2799,4.5,0.5,1399.5
P4397,2,4,1199,7.1,0.6,719.4
P4398,5,2,1499,5.5,0.75,1124.25
P4399,2,2,1599,8.9,0.75,1199.25
P4400,5,3,2499,10.5,0.7,1749.3
P4401,5,1,2199,2.3,0.8,1759.2
P4402,1,5,2299,5.8,0.5,1149.5
P4403,3,1,1399,5.0,0.8,1119.2
P4404,2,5,1999,2.5,0.5,999.5
P4405,1,5,2499,8.9,0.5,1249.5
P4406,2,1,2299,2.1,0.8,1839.2
P4407,4,1,2599,9.4,0.8,2079.2000000000003
P4408,2,4,1199,4.7,0.6,719.4
P4409,2,5,2599,1.4,0.5,1299.5
P4410,4,4,2999,5.0,0.6,1799.3999999999999
P4411,5,3,299,2.3,0.7,209.29999999999998
P4412,4,3,2499,9.0,0.7,1749.3
P4413,5,3,299,2.4,0.7,209.29999999999998
P4414,5,3,1899,7.7,0.7,1329.3
P4415,5,5,2899,3.8,0.5,1449.5
P4416,1,2,2999,2.9,0.75,2249.25
P4417,4,4,1999,3.1,0.6,1199.3999999999999
P4418,3,3,1999,10.0,0.7,1399.3
P4419,4,3,1199,2.5,0.7,839.3
P4420,2,2,2699,1.8,0.75,2024.25
P4421,1,1,99,8.6,0.8,79.2
P4422,1,1,1099,2.8,0.8,879.2
P4423,2,5,1299,5.0,0.5,649.5
P4424,5,5,299,5.0,0.5,149.5
P4425,1,2,899,8.3,0.75,674.25
P4426,4,3,1699,1.9,0.7,1189.3
P4427,1,5,1099,3.9,0.5,549.5
P4428,2,4,1399,7.3,0.6,839.4
P4429,4,5,2999,8.4,0.5,1499.5
P4430,3,5,2999,3.2,0.5,1499.5
P4431,3,3,499,7.5,0.7,349.29999999999995
P4432,1,5,1899,1.0,0.5,949.5
P4433,5,3,1099,5.7,0.7,769.3
P4434,2,2,1499,3.1,0.75,1124.25
P4435,3,5,399,3.0,0.5,199.5
P4436,3,2,2999,10.6,0.75,2249.25
P4437,5,5,2499,2.3,0.5,1249.5
P4438,1,3,1399,5.3,0.7,979.3
P4439,4,2,1599,2.0,0.75,1199.25
P4440,1,4,2299,2.0,0.6,1379.3999999999999
P4441,2,4,1399,2.5,0.6,839.4
P4442,3,1,99,8.5,0.8,79.2
P4443,1,5,799,8.3,0.5,399.5
P4444,3,3,399,4.0,0.7,279.29999999999995
P4445,1,1,999,1.5,0.8,799.2
P4446,3,4,1599,6.4,0.6,959.4
P4447,5,4,1099,2.7,0.6,659.4
P4448,2,1,2199,7.6,0.8,1759.2
P4449,3,5,2899,2.9,0.5,1449.5
P4450,2,2,99,1.0,0.75,74.25
P4451,1,5,1899,3.0,0.5,949.5
P4452,1,3,1799,10.1,0.7,1259.3
P4453,1,2,99,8.0,0.75,74.25
P4454,2,3,1199,9.4,0.7,839.3
P4455,3,1,2599,3.4,0.8,2079.2000000000003
P4456,1,3,2899,10.6,0.7,2029.3
P4457,4,2,1999,2.7,0.75,1499.25
P4458,5,5,1199,3.2,0.5,599.5
P4459,3,5,1299,11.0,0.5,649.5
P4460,2,5,2599,10.7,0.5,1299.5
P4461,2,2,699,4.0,0.75,524.25
P4462,4,1,2399,10.6,0.8,1919.2
P4463,4,3,2299,1.7000000000000002,0.7,1609.3
P4464,3,5,1999,2.9,0.5,999.5
P4465,1,5,1299,2.7,0.5,649.5
P4466,5,4,1699,2.9,0.6,1019.4
P4467,3,4,2299,2.7,0.6,1379.3999999999999
P4468,2,4,999,8.0,0.6,599.4
P4469,5,2,2799,9.3,0.75,2099.25
P4470,1,3,2599,4.8,0.7,1819.3
P4471,5,3,999,7.9,0.7,699.3
P4472,4,2,2299,2.3,0.75,1724.25
P4473,5,3,1499,5.6,0.7,1049.3
P4474,4,2,2699,1.6,0.75,2024.25
P4475,3,5,299,6.1,0.5,149.5
P4476,2,3,2199,3.8,0.7,1539.3
P4477,1,2,2499,1.9,0.75,1874.25
P4478,4,3,1599,9.2,0.7,1119.3
P4479,5,1,2599,4.0,0.8,2079.2000000000003
P4480,4,1,199,7.9,0.8,159.20000000000002
P4481,2,4,199,3.0,0.6,119.39999999999999
P4482,2,3,299,4.7,0.7,209.29999999999998
P4483,2,1,2399,9.0,0.8,1919.2
P4484,2,1,499,9.3,0.8,399.20000000000005
P4485,4,2,799,2.1,0.75,599.25
P4486,2,2,2799,1.2,0.75,2099.25
P4487,2,4,299,9.8,0.6,179.4
P4488,5,2,299,7.6,0.75,224.25
P4489,4,2,2299,5.2,0.75,1724.25
P4490,4,5,899,1.4,0.5,449.5
P4491,3,3,1399,3.9,0.7,979.3
P4492,2,1,99,4.7,0.8,79.2
P4493,3,5,1999,8.8,0.5,999.5
P4494,1,5,899,5.0,0.5,449.5
P4495,2,3,1299,6.1,0.7,909.3
P4496,2,1,1999,4.9,0.8,1599.2
P4497,4,4,1099,6.6,0.6,659.4
P4498,1,5,1499,10.5,0.5,749.5
P4499,5,1,699,4.5,0.8,559.2
P4500,4,4,299,8.8,0.6,179.4
P4501,5,3,2099,9.5,0.7,1469.3
P4502,2,4,1299,1.5,0.6,779.4
P4503,1,1,2599,6.1,0.8,2079.2000000000003
P4504,2,3,999,8.5,0.7,699.3
P4505,5,4,2599,6.7,0.6,1559.3999999999999
P4506,2,1,2899,7.1,0.8,2319.2000000000003
P4507,2,1,599,2.7,0.8,479.20000000000005
P4508,2,5,799,4.0,0.5,399.5
P4509,2,2,1199,7.4,0.75,899.25
P4510,4,4,1699,4.5,0.6,1019.4
P4511,4,1,1999,3.4,0.8,1599.2
P4512,1,2,2199,1.2,0.75,1649.25
P4513,5,5,2399,4.0,0.5,1199.5
P4514,3,4,799,7.1,0.6,479.4
P4515,2,2,1199,4.5,0.75,899.25
P4516,5,5,2499,3.8,0.5,1249.5
P4517,2,3,1499,7.6,0.7,1049.3
P4518,3,1,1899,3.6,0.8,1519.2
P4519,5,3,99,2.3,0.7,69.3
P4520,3,5,1799,7.1,0.5,899.5
P4521,2,5,399,10.7,0.5,199.5
P4522,2,3,2099,2.2,0.7,1469.3
P4523,3,5,499,10.4,0.5,249.5
P4524,3,1,2899,1.6,0.8,2319.2000000000003
P4525,4,4,1599,4.2,0.6,959.4
P4526,3,1,1099,4.3,0.8,879.2
P4527,3,2,2499,4.8,0.75,1874.25
P4528,4,4,2199,1.1,0.6,1319.3999999999999
P4529,1,2,2099,10.0,0.75,1574.25
P4530,5,2,99,4.6,0.75,74.25
P4531,3,1,699,9.7,0.8,559.2
P4532,2,2,599,10.6,0.75,449.25
P4533,4,5,2699,3.4,0.5,1349.5
P4534,5,5,899,7.9,0.5,449.5
P4535,4,1,199,2.7,0.8,159.20000000000002
P4536,4,2,2999,8.5,0.75,2249.25
P4537,5,2,2399,10.5,0.75,1799.25
P4538,2,2,2899,3.1,0.75,2174.25
P4539,1,4,599,8.3,0.6,359.4
P4540,3,1,1799,6.2,0.8,1439.2
P4541,1,4,1499,2.3,0.6,899.4
P4542,3,2,1799,8.1,0.75,1349.25
P4543,3,1,2899,9.0,0.8,2319.2000000000003
P4544,2,5,1399,6.0,0.5,699.5
P4545,2,3,499,1.8,0.7,349.29999999999995
P4546,3,2,2899,9.6,0.75,2174.25
P4547,3,1,299,9.7,0.8,239.20000000000002
P4548,5,2,499,3.6,0.75,374.25
P4549,5,2,1199,7.3,0.75,899.25
P4550,1,1,2599,9.5,0.8,2079.2000000000003
P4551,1,1,1699,7.4,0.8,1359.2
P4552,1,3,1299,2.0,0.7,909.3
P4553,4,5,599,8.5,0.5,299.5
P4554,2,3,1699,6.0,0.7,1189.3
P4555,4,4,1599,6.3,0.6,959.4
P4556,3,3,1399,10.5,0.7,979.3
P4557,3,3,2699,11.0,0.7,1889.3
P4558,4,3,1399,8.3,0.7,979.3
P4559,3,2,2699,4.2,0.75,2024.25
P4560,3,4,599,8.2,0.6,359.4
P4561,2,4,2799,5.2,0.6,1679.3999999999999
P4562,3,4,1199,1.2,0.6,719.4
P4563,4,4,2599,8.5,0.6,1559.3999999999999
P4564,3,4,199,1.2,0.6,119.39999999999999
P4565,4,1,499,10.8,0.8,399.20000000000005
P4566,1,3,2899,3.3,0.7,2029.3
P4567,4,5,2999,4.1,0.5,1499.5
P4568,5,5,899,7.7,0.5,449.5
P4569,4,5,2899,3.0,0.5,1449.5
P4570,4,1,2499,5.0,0.8,1999.2
P4571,2,5,599,2.9,0.5,299.5
P4572,1,1,1899,2.1,0.8,1519.2
P4573,5,2,99,7.1,0.75,74.25
P4574,4,5,1099,5.1,0.5,549.5
P4575,1,5,2699,4.5,0.5,1349.5
P4576,5,1,2799,7.6,0.8,2239.2000000000003
P4577,3,5,799,5.7,0.5,399.5
P4578,3,2,799,4.4,0.75,599.25
P4579,1,3,2899,5.3,0.7,2029.3
P4580,5,4,999,9.6,0.6,599.4
P4581,5,5,599,3.4,0.5,299.5
P4582,5,3,299,2.3,0.7,209.29999999999998
P4583,5,5,2999,2.0,0.5,1499.5
P4584,2,2,499,9.5,0.75,374.25
P4585,4,5,1499,5.6,0.5,749.5
P4586,4,1,2499,10.0,0.8,1999.2
P4587,3,1,2899,8.0,0.8,2319.2000000000003
P4588,2,1,499,10.9,0.8,399.20000000000005
P4589,2,1,2399,5.0,0.8,1919.2
P4590,2,1,2099,6.7,0.8,1679.2
P4591,3,1,1599,2.9,0.8,1279.2
P4592,5,5,1999,9.0,0.5,999.5
P4593,4,3,1899,6.1,0.7,1329.3
P4594,2,4,599,6.9,0.6,359.4
P4595,1,1,899,5.9,0.8,719.2
P4596,1,2,1999,5.6,0.75,1499.25
P4597,1,2,1299,1.8,0.75,974.25
P4598,2,3,2799,2.6,0.7,1959.3
P4599,2,2,2599,10.5,0.75,1949.25
P4600,2,1,199,1.3,0.8,159.20000000000002
P4601,5,1,1799,6.6,0.8,1439.2
P4602,2,1,2299,8.9,0.8,1839.2
P4603,4,5,99,4.2,0.5,49.5
P4604,3,3,1499,7.2,0.7,1049.3
P4605,2,5,2099,10.8,0.5,1049.5
P4606,1,1,1099,4.0,0.8,879.2
P4607,1,4,2499,4.7,0.6,1499.3999999999999
P4608,2,3,1599,3.0,0.7,1119.3
P4609,2,4,99,3.0,0.6,59.4
P4610,2,5,2999,8.8,0.5,1499.5
P4611,3,2,2199,1.5,0.75,1649.25
P4612,5,1,2399,8.1,0.8,1919.2
P4613,4,3,1699,2.5,0.7,1189.3
P4614,3,5,2599,3.1,0.5,1299.5
P4615,4,5,599,4.5,0.5,299.5
P4616,4,1,499,10.0,0.8,399.20000000000005
P4617,1,4,2799,9.2,0.6,1679.3999999999999
P4618,4,2,699,10.6,0.75,524.25
P4619,1,1,299,9.9,0.8,239.20000000000002
P4620,1,3,2499,4.8,0.7,1749.3
P4621,5,4,2399,10.4,0.6,1439.3999999999999
P4622,2,5,1899,9.0,0.5,949.5
P4623,4,1,899,8.4,0.8,719.2
P4624,2,5,999,4.0,0.5,499.5
P4625,1,5,2199,6.9,0.5,1099.5
P4626,5,3,299,9.8,0.7,209.29999999999998
P4627,2,2,899,5.0,0.75,674.25
P4628,4,4,1099,6.2,0.6,659.4
P4629,2,2,1499,7.8,0.75,1124.25
P4630,2,2,2399,10.5,0.75,1799.25
P4631,3,1,199,8.5,0.8,159.20000000000002
P4632,5,5,2899,9.5,0.5,1449.5
P4633,2,3,2899,3.5,0.7,2029.3
P4634,1,4,2099,5.0,0.6,1259.3999999999999
P4635,3,5,1199,9.9,0.5,599.5
P4636,5,3,1899,9.2,0.7,1329.3
P4637,2,4,399,5.0,0.6,239.39999999999998
P4638,5,2,199,8.7,0.75,149.25
P4639,2,4,1599,2.8,0.6,959.4
P4640,1,4,2999,3.3,0.6,1799.3999999999999
P4641,3,4,999,10.9,0.6,599.4
P4642,3,3,1799,6.9,0.7,1259.3
P4643,2,2,2999,3.0,0.75,2249.25
P4644,3,3,499,4.5,0.7,349.29999999999995
P4645,3,4,999,10.1,0.6,599.4
P4646,1,5,1999,10.3,0.5,999.5
P4647,3,3,899,2.7,0.7,629.3
P4648,3,3,1699,7.4,0.7,1189.3
P4649,1,5,2599,1.8,0.5,1299.5
P4650,2,3,799,7.5,0.7,559.3
P4651,5,3,2899,1.2,0.7,2029.3
P4652,2,3,899,3.3,0.7,629.3
P4653,2,5,999,10.4,0.5,499.5
P4654,3,1,2699,6.9,0.8,2159.2000000000003
P4655,2,5,2099,9.8,0.5,1049.5
P4656,1,2,2299,5.8,0.75,1724.25
P4657,4,2,1299,2.4,0.75,974.25
P4658,2,4,2499,10.5,0.6,1499.3999999999999
P4659,1,5,299,10.6,0.5,149.5
P4660,1,1,1399,3.0,0.8,1119.2
P4661,5,1,2699,3.3,0.8,2159.2000000000003
P4662,4,1,99,5.5,0.8,79.2
P4663,3,3,2099,9.7,0.7,1469.3
P4664,2,4,2799,5.0,0.6,1679.3999999999999
P4665,4,1,1899,6.8,0.8,1519.2
P4666,4,2,1099,6.8,0.75,824.25
P4667,4,3,2099,7.8,0.7,1469.3
P4668,4,3,2999,3.7,0.7,2099.2999999999997
P4669,4,2,2899,9.2,0.75,2174.25
P4670,2,1,599,4.2,0.8,479.20000000000005
P4671,2,5,1499,10.1,0.5,749.5
P4672,5,1,699,1.8,0.8,559.2
P4673,1,3,599,1.5,0.7,419.29999999999995
P4674,5,4,99,4.7,0.6,59.4
P4675,5,4,2299,4.4,0.6,1379.3999999999999
P4676,4,1,2199,3.8,0.8,1759.2
P4677,1,1,199,9.8,0.8,159.20000000000002
P4678,4,4,899,6.7,0.6,539.4
P4679,1,3,99,8.5,0.7,69.3
P4680,1,1,2299,2.0,0.8,1839.2
P4681,2,5,2499,9.4,0.5,1249.5
P4682,3,4,2299,3.3,0.6,1379.3999999999999
P4683,2,5,799,4.5,0.5,399.5
P4684,1,2,199,2.8,0.75,149.25
P4685,2,5,799,2.3,0.5,399.5
P4686,4,2,2399,9.1,0.75,1799.25
P4687,1,2,799,4.3,0.75,599.25
P4688,2,1,1699,5.0,0.8,1359.2
P4689,1,1,1999,10.0,0.8,1599.2
P4690,2,3,2199,3.2,0.7,1539.3
P4691,3,4,2199,2.4,0.6,1319.3999999999999
P4692,5,5,1899,10.2,0.5,949.5
P4693,4,3,2499,1.8,0.7,1749.3
P4694,5,3,999,1.8,0.7,699.3
P4695,2,3,2199,9.8,0.7,1539.3
P4696,4,5,199,7.9,0.5,99.5
P4697,1,4,199,6.3,0.6,119.39999999999999
P4698,2,3,399,4.3,0.7,279.29999999999995
P4699,2,5,2199,6.1,0.5,1099.5
P4700,1,1,899,4.7,0.8,719.2
P4701,4,2,2099,1.9,0.75,1574.25
P4702,4,5,99,1.8,0.5,49.5
P4703,4,3,2399,2.7,0.7,1679.3
P4704,3,4,1099,6.0,0.6,659.4
P4705,3,5,1499,2.3,0.5,749.5
P4706,4,2,1699,10.5,0.75,1274.25
P4707,5,2,2399,5.5,0.75,1799.25
P4708,3,5,1199,6.7,0.5,599.5
P4709,4,4,1799,2.0,0.6,1079.3999999999999
P4710,1,5,1099,10.0,0.5,549.5
P4711,5,5,299,1.7000000000000002,0.5,149.5
P4712,5,3,799,8.6,0.7,559.3
P4713,3,2,1399,9.9,0.75,1049.25
P4714,5,5,2399,1.0,0.5,1199.5
P4715,2,5,199,1.1,0.5,99.5
P4716,4,4,499,1.6,0.6,299.4
P4717,5,3,1999,4.2,0.7,1399.3
P4718,4,3,1799,2.2,0.7,1259.3
P4719,5,5,1199,10.8,0.5,599.5
P4720,3,1,2099,9.8,0.8,1679.2
P4721,3,2,1099,8.8,0.75,824.25
P4722,3,2,1299,7.0,0.75,974.25
P4723,4,1,1799,1.8,0.8,1439.2
P4724,5,3,2999,9.4,0.7,2099.2999999999997
P4725,2,2,199,4.3,0.75,149.25
P4726,3,2,499,7.7,0.75,374.25
P4727,3,1,1099,5.5,0.8,879.2
P4728,1,2,399,3.3,0.75,299.25
P4729,2,5,399,10.0,0.5,199.5
P4730,4,3,999,10.1,0.7,699.3
P4731,3,3,2499,10.2,0.7,1749.3
P4732,2,2,1599,1.7000000000000002,0.75,1199.25
P4733,2,1,1699,6.9,0.8,1359.2
P4734,4,3,2199,4.0,0.7,1539.3
P4735,5,4,699,6.0,0.6,419.4
P4736,3,4,1599,3.1,0.6,959.4
P4737,3,1,999,2.1,0.8,799.2
P4738,3,5,199,1.2,0.5,99.5
P4739,1,5,1299,8.6,0.5,649.5
P4740,5,1,199,4.3,0.8,159.20000000000002
P4741,2,2,799,6.7,0.75,599.25
P4742,1,2,99,4.3,0.75,74.25
P4743,4,5,2999,3.5,0.5,1499.5
P4744,2,1,1199,8.0,0.8,959.2
P4745,4,1,299,9.4,0.8,239.20000000000002
P4746,4,2,1999,6.6,0.75,1499.25
P4747,5,1,1099,8.4,0.8,879.2
P4748,4,3,2799,1.1,0.7,1959.3
P4749,5,4,699,2.2,0.6,419.4
P4750,1,3,1399,9.9,0.7,979.3
P4751,1,4,2099,8.3,0.6,1259.3999999999999
P4752,2,1,899,6.9,0.8,719.2
P4753,3,5,999,4.1,0.5,499.5
P4754,1,3,199,8.6,0.7,139.29999999999998
P4755,4,2,899,2.2,0.75,674.25
P4756,3,1,1799,1.6,0.8,1439.2
P4757,3,1,399,7.8,0.8,319.20000000000005
P4758,2,4,2499,4.5,0.6,1499.3999999999999
P4759,1,5,2299,7.5,0.5,1149.5
P4760,3,4,1599,9.9,0.6,959.4
P4761,2,3,1599,3.4,0.7,1119.3
P4762,5,5,2799,9.7,0.5,1399.5
P4763,3,1,1399,4.5,0.8,1119.2
P4764,2,3,2899,10.4,0.7,2029.3
P4765,1,1,2499,2.5,0.8,1999.2
P4766,3,1,2299,4.4,0.8,1839.2
P4767,3,3,1799,7.1,0.7,1259.3
P4768,2,2,299,2.0,0.75,224.25
P4769,4,1,2699,7.9,0.8,2159.2000000000003
P4770,2,5,1299,10.5,0.5,649.5
P4771,5,4,2999,7.4,0.6,1799.3999999999999
P4772,3,5,999,7.3,0.5,499.5
P4773,5,5,1799,10.0,0.5,899.5
P4774,2,3,199,2.1,0.7,139.29999999999998
P4775,5,4,999,1.3,0.6,599.4
P4776,1,1,1499,8.0,0.8,1199.2
P4777,1,5,1399,10.6,0.5,699.5
P4778,3,1,1799,9.1,0.8,1439.2
P4779,5,4,699,1.6,0.6,419.4
P4780,3,3,2599,8.5,0.7,1819.3
P4781,1,4,699,10.6,0.6,419.4
P4782,4,2,99,7.9,0.75,74.25
P4783,1,4,899,7.9,0.6,539.4
P4784,4,5,699,8.4,0.5,349.5
P4785,1,3,1899,3.8,0.7,1329.3
P4786,4,4,699,9.5,0.6,419.4
P4787,3,1,1899,5.5,0.8,1519.2
P4788,3,4,1999,3.3,0.6,1199.3999999999999
P4789,2,4,1899,7.0,0.6,1139.3999999999999
P4790,1,4,1099,1.8,0.6,659.4
P4791,1,3,2099,3.8,0.7,1469.3
P4792,1,3,2899,3.8,0.7,2029.3
P4793,2,1,2899,7.5,0.8,2319.2000000000003
P4794,1,5,1599,4.9,0.5,799.5
P4795,1,1,1299,1.8,0.8,1039.2
P4796,1,3,1899,4.3,0.7,1329.3
P4797,3,4,2999,8.6,0.6,1799.3999999999999
P4798,1,3,2899,6.6,0.7,2029.3
P4799,1,3,2199,9.5,0.7,1539.3
P4800,2,3,199,7.9,0.7,139.29999999999998
P4801,3,4,199,5.5,0.6,119.39999999999999
P4802,3,5,1499,9.7,0.5,749.5
P4803,2,1,699,8.6,0.8,559.2
P4804,3,1,1199,1.6,0.8,959.2
P4805,5,2,899,6.2,0.75,674.25
P4806,2,1,599,9.5,0.8,479.20000000000005
P4807,2,1,2599,5.7,0.8,2079.2000000000003
P4808,1,5,1599,2.0,0.5,799.5
P4809,4,5,1699,4.0,0.5,849.5
P4810,3,3,2499,1.0,0.7,1749.3
P4811,5,2,2699,4.6,0.75,2024.25
P4812,2,1,299,8.7,0.8,239.20000000000002
P4813,3,2,499,9.5,0.75,374.25
P4814,1,5,299,5.3,0.5,149.5
P4815,5,1,599,7.8,0.8,479.20000000000005
P4816,4,1,399,10.3,0.8,319.20000000000005
P4817,5,5,1999,8.1,0.5,999.5
P4818,3,2,799,4.0,0.75,599.25
P4819,5,5,2199,7.1,0.5,1099.5
P4820,4,3,2399,10.4,0.7,1679.3
P4821,3,5,499,4.3,0.5,249.5
P4822,5,4,2699,4.3,0.6,1619.3999999999999
P4823,5,2,1199,2.4,0.75,899.25
P4824,3,2,2899,10.2,0.75,2174.25
P4825,1,3,1599,2.8,0.7,1119.3
P4826,1,5,2099,3.7,0.5,1049.5
P4827,5,5,1499,9.9,0.5,749.5
P4828,5,1,699,5.9,0.8,559.2
P4829,1,5,499,10.1,0.5,249.5
P4830,3,4,2699,6.0,0.6,1619.3999999999999
P4831,1,4,1199,9.6,0.6,719.4
P4832,5,2,1999,5.0,0.75,1499.25
P4833,1,3,2499,10.5,0.7,1749.3
P4834,4,4,2699,3.9,0.6,1619.3999999999999
P4835,3,3,1399,1.1,0.7,979.3
P4836,5,2,2999,10.3,0.75,2249.25
P4837,2,1,2799,2.3,0.8,2239.2000000000003
P4838,3,5,2899,10.1,0.5,1449.5
P4839,1,4,2299,2.0,0.6,1379.3999999999999
P4840,5,3,699,3.1,0.7,489.29999999999995
P4841,1,4,2699,4.8,0.6,1619.3999999999999
P4842,5,3,1499,8.2,0.7,1049.3
P4843,1,4,1299,9.0,0.6,779.4
P4844,2,1,2899,9.9,0.8,2319.2000000000003
P4845,3,1,2599,5.4,0.8,2079.2000000000003
P4846,4,1,999,4.6,0.8,799.2
P4847,4,2,799,4.1,0.75,599.25
P4848,3,4,1799,2.8,0.6,1079.3999999999999
P4849,3,4,399,7.6,0.6,239.39999999999998
P4850,1,2,2199,10.2,0.75,1649.25
P4851,1,5,299,3.1,0.5,149.5
P4852,3,2,299,6.9,0.75,224.25
P4853,3,4,299,8.9,0.6,179.4
P4854,4,2,1999,9.0,0.75,1499.25
P4855,5,3,1599,2.1,0.7,1119.3
P4856,3,1,2299,1.1,0.8,1839.2
P4857,2,1,2099,6.2,0.8,1679.2
P4858,4,1,2399,11.0,0.8,1919.2
P4859,2,3,1199,4.2,0.7,839.3
P4860,3,1,699,10.0,0.8,559.2
P4861,5,2,2599,8.0,0.75,1949.25
P4862,4,2,2399,7.5,0.75,1799.25
P4863,3,4,499,4.6,0.6,299.4
P4864,3,3,1599,1.9,0.7,1119.3
P4865,2,5,899,4.9,0.5,449.5
P4866,4,4,999,10.7,0.6,599.4
P4867,1,5,2699,6.1,0.5,1349.5
P4868,5,2,2699,10.7,0.75,2024.25
P4869,3,2,399,4.4,0.75,299.25
P4870,5,3,799,2.4,0.7,559.3
P4871,2,3,1499,4.9,0.7,1049.3
P4872,3,4,1699,2.1,0.6,1019.4
P4873,3,2,999,4.3,0.75,749.25
P4874,3,1,2099,7.5,0.8,1679.2
P4875,5,2,1999,7.0,0.75,1499.25
P4876,4,5,1199,1.3,0.5,599.5
P4877,1,2,1699,1.9,0.75,1274.25
P4878,3,2,1499,9.6,0.75,1124.25
P4879,3,1,899,2.0,0.8,719.2
P4880,4,3,1499,6.9,0.7,1049.3
P4881,5,3,1899,1.5,0.7,1329.3
P4882,5,4,2399,9.7,0.6,1439.3999999999999
P4883,3,1,2799,2.5,0.8,2239.2000000000003
P4884,2,2,2799,1.2,0.75,2099.25
P4885,1,4,99,4.2,0.6,59.4
P4886,5,2,2599,9.0,0.75,1949.25
P4887,4,5,399,9.4,0.5,199.5
P4888,4,4,2599,3.9,0.6,1559.3999999999999
P4889,3,1,1399,8.3,0.8,1119.2
P4890,5,4,2499,5.0,0.6,1499.3999999999999
P4891,3,1,2899,1.1,0.8,2319.2000000000003
P4892,2,5,1699,4.0,0.5,849.5
P4893,5,4,299,5.8,0.6,179.4
P4894,3,3,1099,1.1,0.7,769.3
P4895,5,3,1499,10.1,0.7,1049.3
P4896,5,4,2099,8.4,0.6,1259.3999999999999
P4897,4,4,1699,2.5,0.6,1019.4
P4898,5,5,799,3.9,0.5,399.5
P4899,5,4,799,3.1,0.6,479.4
P4900,1,5,99,7.1,0.5,49.5
P4901,3,4,599,4.3,0.6,359.4
P4902,1,3,2199,2.0,0.7,1539.3
P4903,5,5,2899,7.0,0.5,1449.5
P4904,4,2,2399,9.2,0.75,1799.25
P4905,2,4,1599,3.1,0.6,959.4
P4906,3,5,2399,7.2,0.5,1199.5
P4907,1,1,2299,7.7,0.8,1839.2
P4908,5,1,2999,1.4,0.8,2399.2000000000003
P4909,5,1,999,3.9,0.8,799.2
P4910,3,2,2899,7.4,0.75,2174.25
P4911,2,1,599,2.0,0.8,479.20000000000005
P4912,4,5,999,2.0,0.5,499.5
P4913,2,4,1299,10.7,0.6,779.4
P4914,5,1,1299,6.4,0.8,1039.2
P4915,2,4,1599,6.8,0.6,959.4
P4916,4,1,999,2.9,0.8,799.2
P4917,3,5,99,9.2,0.5,49.5
P4918,2,4,2299,5.6,0.6,1379.3999999999999
P4919,1,1,1199,10.0,0.8,959.2
P4920,4,3,1599,6.1,0.7,1119.3
P4921,3,1,1899,9.5,0.8,1519.2
P4922,1,5,599,10.9,0.5,299.5
P4923,5,2,2199,9.3,0.75,1649.25
P4924,5,2,1099,5.9,0.75,824.25
P4925,4,4,1199,7.4,0.6,719.4
P4926,4,4,1499,5.7,0.6,899.4
P4927,1,4,1499,3.4,0.6,899.4
P4928,5,5,2099,7.0,0.5,1049.5
P4929,3,5,399,8.2,0.5,199.5
P4930,3,5,699,7.0,0.5,349.5
P4931,2,3,899,7.8,0.7,629.3
P4932,3,2,1199,2.0,0.75,899.25
P4933,4,2,299,2.1,0.75,224.25
P4934,2,4,2999,6.5,0.6,1799.3999999999999
P4935,4,3,2999,1.7000000000000002,0.7,2099.2999999999997
P4936,2,2,999,1.8,0.75,749.25
P4937,1,5,899,4.7,0.5,449.5
P4938,3,1,1999,3.7,0.8,1599.2
P4939,5,2,1899,8.5,0.75,1424.25
P4940,1,5,2799,7.6,0.5,1399.5
P4941,4,5,1799,3.0,0.5,899.5
P4942,4,1,2699,4.6,0.8,2159.2000000000003
P4943,1,2,899,4.6,0.75,674.25
P4944,2,2,1799,4.6,0.75,1349.25
P4945,2,4,99,9.3,0.6,59.4
P4946,4,4,2399,7.0,0.6,1439.3999999999999
P4947,5,4,2199,6.4,0.6,1319.3999999999999
P4948,1,1,999,2.0,0.8,799.2
P4949,5,1,2999,5.8,0.8,2399.2000000000003
P4950,4,2,2199,2.0,0.75,1649.25
P4951,3,4,99,3.6,0.6,59.4
P4952,1,1,1899,4.9,0.8,1519.2
P4953,1,2,1199,10.4,0.75,899.25
P4954,4,1,99,6.9,0.8,79.2
P4955,1,1,399,3.6,0.8,319.20000000000005
P4956,3,5,1399,6.0,0.5,699.5
P4957,3,1,2499,1.0,0.8,1999.2
